book	chapter	verse_order	sentence_order	sentence
Psa 	5 	9 	1 	For there is no faithfulness in their mouth; their inward part is very wickedness; their throat is an open sepulchre; they flatter with their tongue.
Psa 	5 	10 	1 	Destroy thou them, O God; let them fall by their own counsels; cast them out in the multitude of their transgressions; for they have rebelled against thee.
Psa 	5 	11 	1 	But let all those that put their trust in thee rejoice: let them ever shout for joy, because thou defendest them: let them also that love thy name be joyful in thee.
Psa 	5 	12 	1 	For thou, LORD, wilt bless the righteous; with favour wilt thou compass him as with a shield.
Psa 	6 	1 	1 	O LORD, rebuke me not in thine anger, neither chasten me in thy hot displeasure.
Psa 	6 	2 	1 	Have mercy upon me, O LORD; for I am weak: O LORD, heal me; for my bones are vexed.
Psa 	6 	3 	1 	My soul is also sore vexed: but thou, O LORD, how long?
Psa 	6 	4 	1 	Return, O LORD, deliver my soul: oh save me for thy mercies' sake.
Psa 	6 	5 	1 	For in death there is no remembrance of thee: in the grave who shall give thee thanks?
Psa 	6 	6 	1 	I am weary with my groaning; all the night make I my bed to swim; I water my couch with my tears.
Psa 	6 	7 	1 	Mine eye is consumed because of grief; it waxeth old because of all mine enemies.
Psa 	6 	8 	1 	Depart from me, all ye workers of iniquity; for the LORD hath heard the voice of my weeping.
Psa 	6 	9 	1 	The LORD hath heard my supplication; the LORD will receive my prayer.
Psa 	6 	10 	1 	Let all mine enemies be ashamed and sore vexed: let them return and be ashamed suddenly.
Psa 	7 	1 	1 	O LORD my God, in thee do I put my trust: save me from all them that persecute me, and deliver me:
Psa 	7 	2 	1 	Lest he tear my soul like a lion, rending it in pieces, while there is none to deliver.
Psa 	7 	3 	1 	O LORD my God, If I have done this; if there be iniquity in my hands;
Psa 	7 	4 	1 	If I have rewarded evil unto him that was at peace with me; (yea, I have delivered him that without cause is mine enemy:)
Psa 	7 	5 	1 	Let the enemy persecute my soul, and take it; yea, let him tread down my life upon the earth, and lay mine honour in the dust.
Psa 	7 	5 	2 	Selah.
Psa 	7 	6 	1 	Arise, O LORD, in thine anger, lift up thyself because of the rage of mine enemies: and awake for me to the judgment that thou hast commanded.
Psa 	7 	7 	1 	So shall the congregation of the people compass thee about: for their sakes therefore return thou on high.
Psa 	7 	8 	1 	The LORD shall judge the people: judge me, O LORD, according to my righteousness, and according to mine integrity that is in me.
Psa 	7 	9 	1 	Oh let the wickedness of the wicked come to an end; but establish the just: for the righteous God trieth the hearts and reins.
Psa 	7 	10 	1 	My defence is of God, which saveth the upright in heart.
Psa 	7 	11 	1 	God judgeth the righteous, and God is angry with the wicked every day.
Psa 	7 	12 	1 	If he turn not, he will whet his sword; he hath bent his bow, and made it ready.
Psa 	7 	13 	1 	He hath also prepared for him the instruments of death; he ordaineth his arrows against the persecutors.
Psa 	7 	14 	1 	Behold, he travaileth with iniquity, and hath conceived mischief, and brought forth falsehood.
Psa 	7 	15 	1 	He made a pit, and digged it, and is fallen into the ditch which he made.
Psa 	7 	16 	1 	His mischief shall return upon his own head, and his violent dealing shall come down upon his own pate.
Psa 	7 	17 	1 	I will praise the LORD according to his righteousness: and will sing praise to the name of the LORD most high.
Psa 	8 	1 	1 	O LORD, our Lord, how excellent is thy name in all the earth!
Psa 	8 	1 	2 	who hast set thy glory above the heavens.
Psa 	8 	2 	1 	Out of the mouth of babes and sucklings hast thou ordained strength because of thine enemies, that thou mightest still the enemy and the avenger.
Psa 	8 	3 	1 	When I consider thy heavens, the work of thy fingers, the moon and the stars, which thou hast ordained;
Psa 	8 	4 	1 	What is man, that thou art mindful of him?
Psa 	8 	4 	2 	and the son of man, that thou visitest him?
Psa 	8 	5 	1 	For thou hast made him a little lower than the angels, and hast crowned him with glory and honour.
Psa 	8 	6 	1 	Thou madest him to have dominion over the works of thy hands; thou hast put all things under his feet:
Psa 	8 	7 	1 	All sheep and oxen, yea, and the beasts of the field;
Psa 	8 	8 	1 	The fowl of the air, and the fish of the sea, and whatsoever passeth through the paths of the seas.
Psa 	8 	9 	1 	O LORD our Lord, how excellent is thy name in all the earth!
Psa 	9 	1 	1 	I will praise thee, O LORD, with my whole heart; I will shew forth all thy marvellous works.
Psa 	9 	2 	1 	I will be glad and rejoice in thee: I will sing praise to thy name, O thou most High.
Psa 	9 	3 	1 	When mine enemies are turned back, they shall fall and perish at thy presence.
Psa 	9 	4 	1 	For thou hast maintained my right and my cause; thou satest in the throne judging right.
Psa 	9 	5 	1 	Thou hast rebuked the heathen, thou hast destroyed the wicked, thou hast put out their name for ever and ever.
Psa 	9 	6 	1 	O thou enemy, destructions are come to a perpetual end: and thou hast destroyed cities; their memorial is perished with them.
Psa 	9 	7 	1 	But the LORD shall endure for ever: he hath prepared his throne for judgment.
Psa 	9 	8 	1 	And he shall judge the world in righteousness, he shall minister judgment to the people in uprightness.
Psa 	9 	9 	1 	The LORD also will be a refuge for the oppressed, a refuge in times of trouble.
Psa 	9 	10 	1 	And they that know thy name will put their trust in thee: for thou, LORD, hast not forsaken them that seek thee.
Psa 	9 	11 	1 	Sing praises to the LORD, which dwelleth in Zion: declare among the people his doings.
Psa 	9 	12 	1 	When he maketh inquisition for blood, he remembereth them: he forgetteth not the cry of the humble.
Psa 	9 	13 	1 	Have mercy upon me, O LORD; consider my trouble which I suffer of them that hate me, thou that liftest me up from the gates of death:
Psa 	9 	14 	1 	That I may shew forth all thy praise in the gates of the daughter of Zion: I will rejoice in thy salvation.
Psa 	9 	15 	1 	The heathen are sunk down in the pit that they made: in the net which they hid is their own foot taken.
Psa 	9 	16 	1 	The LORD is known by the judgment which he executeth: the wicked is snared in the work of his own hands.
Psa 	9 	16 	2 	Higgaion.
Psa 	9 	16 	3 	Selah.
Psa 	9 	17 	1 	The wicked shall be turned into hell, and all the nations that forget God.
Psa 	9 	18 	1 	For the needy shall not alway be forgotten: the expectation of the poor shall not perish for ever.
Psa 	9 	19 	1 	Arise, O LORD; let not man prevail: let the heathen be judged in thy sight.
Psa 	9 	20 	1 	ut them in fear, O LORD: that the nations may know themselves to be but men.
Psa 	9 	20 	2 	Selah.
Psa 	10 	1 	1 	Why standest thou afar off, O LORD?
Psa 	10 	1 	2 	why hidest thou thyself in times of trouble?
Psa 	10 	2 	1 	The wicked in his pride doth persecute the poor: let them be taken in the devices that they have imagined.
Psa 	10 	3 	1 	For the wicked boasteth of his heart's desire, and blesseth the covetous, whom the LORD abhorreth.
Psa 	10 	4 	1 	The wicked, through the pride of his countenance, will not seek after God: God is not in all his thoughts.
Psa 	10 	5 	1 	His ways are always grievous; thy judgments are far above out of his sight: as for all his enemies, he puffeth at them.
Psa 	10 	6 	1 	He hath said in his heart, I shall not be moved: for I shall never be in adversity.
Psa 	10 	7 	1 	His mouth is full of cursing and deceit and fraud: under his tongue is mischief and vanity.
Psa 	10 	8 	1 	He sitteth in the lurking places of the villages: in the secret places doth he murder the innocent: his eyes are privily set against the poor.
Psa 	10 	9 	1 	He lieth in wait secretly as a lion in his den: he lieth in wait to catch the poor: he doth catch the poor, when he draweth him into his net.
Psa 	10 	10 	1 	He croucheth, and humbleth himself, that the poor may fall by his strong ones.
Psa 	10 	11 	1 	He hath said in his heart, God hath forgotten: he hideth his face; he will never see it.
Psa 	10 	12 	1 	Arise, O LORD; O God, lift up thine hand: forget not the humble.
Psa 	10 	13 	1 	Wherefore doth the wicked contemn God?
Psa 	10 	13 	2 	he hath said in his heart, Thou wilt not require it.
Psa 	10 	14 	1 	Thou hast seen it; for thou beholdest mischief and spite, to requite it with thy hand: the poor committeth himself unto thee; thou art the helper of the fatherless.
Psa 	10 	15 	1 	Break thou the arm of the wicked and the evil man: seek out his wickedness till thou find none.
Psa 	10 	16 	1 	The LORD is King for ever and ever: the heathen are perished out of his land.
Psa 	10 	17 	1 	LORD, thou hast heard the desire of the humble: thou wilt prepare their heart, thou wilt cause thine ear to hear:
Psa 	10 	18 	1 	To judge the fatherless and the oppressed, that the man of the earth may no more oppress.
Psa 	11 	1 	1 	In the LORD put I my trust: how say ye to my soul, Flee as a bird to your mountain?
Psa 	11 	2 	1 	For, lo, the wicked bend their bow, they make ready their arrow upon the string, that they may privily shoot at the upright in heart.
Psa 	11 	3 	1 	If the foundations be destroyed, what can the righteous do?
Psa 	11 	4 	1 	The LORD is in his holy temple, the LORD's throne is in heaven: his eyes behold, his eyelids try, the children of men.
Psa 	11 	5 	1 	The LORD trieth the righteous: but the wicked and him that loveth violence his soul hateth.
Psa 	11 	6 	1 	Upon the wicked he shall rain snares, fire and brimstone, and an horrible tempest: this shall be the portion of their cup.
Psa 	11 	7 	1 	For the righteous LORD loveth righteousness; his countenance doth behold the upright.
Psa 	12 	1 	1 	Help, LORD; for the godly man ceaseth; for the faithful fail from among the children of men.
Psa 	12 	2 	1 	They speak vanity every one with his neighbour: with flattering lips and with a double heart do they speak.
Psa 	12 	3 	1 	The LORD shall cut off all flattering lips, and the tongue that speaketh proud things:
Psa 	12 	4 	1 	Who have said, With our tongue will we prevail; our lips are our own: who is lord over us?
Psa 	12 	5 	1 	For the oppression of the poor, for the sighing of the needy, now will I arise, saith the LORD; I will set him in safety from him that puffeth at him.
Psa 	12 	6 	1 	The words of the LORD are pure words: as silver tried in a furnace of earth, purified seven times.
Psa 	12 	7 	1 	Thou shalt keep them, O LORD, thou shalt preserve them from this generation for ever.
Psa 	12 	8 	1 	The wicked walk on every side, when the vilest men are exalted.
Psa 	13 	1 	1 	How long wilt thou forget me, O LORD?
Psa 	13 	1 	2 	for ever?
Psa 	13 	1 	3 	how long wilt thou hide thy face from me?
Psa 	13 	2 	1 	How long shall I take counsel in my soul, having sorrow in my heart daily?
Psa 	13 	2 	2 	how long shall mine enemy be exalted over me?
Psa 	13 	3 	1 	Consider and hear me, O LORD my God: lighten mine eyes, lest I sleep the sleep of death;
Psa 	13 	4 	1 	Lest mine enemy say, I have prevailed against him; and those that trouble me rejoice when I am moved.
Psa 	13 	5 	1 	But I have trusted in thy mercy; my heart shall rejoice in thy salvation.
Psa 	13 	6 	1 	I will sing unto the LORD, because he hath dealt bountifully with me.
Psa 	14 	1 	1 	The fool hath said in his heart, There is no God.
Psa 	14 	1 	2 	They are corrupt, they have done abominable works, there is none that doeth good.
Psa 	14 	2 	1 	The LORD looked down from heaven upon the children of men, to see if there were any that did understand, and seek God.
Psa 	14 	3 	1 	They are all gone aside, they are all together become filthy: there is none that doeth good, no, not one.
Psa 	14 	4 	1 	Have all the workers of iniquity no knowledge?
Psa 	14 	4 	2 	who eat up my people as they eat bread, and call not upon the LORD.
Psa 	14 	5 	1 	There were they in great fear: for God is in the generation of the righteous.
Psa 	14 	6 	1 	Ye have shamed the counsel of the poor, because the LORD is his refuge.
Psa 	14 	7 	1 	Oh that the salvation of Israel were come out of Zion!
Psa 	14 	7 	2 	when the LORD bringeth back the captivity of his people, Jacob shall rejoice, and Israel shall be glad.
Psa 	15 	1 	1 	Lord, who shall abide in thy tabernacle?
Psa 	15 	1 	2 	who shall dwell in thy holy hill?
Psa 	15 	2 	1 	He that walketh uprightly, and worketh righteousness, and speaketh the truth in his heart.
Psa 	15 	3 	1 	He that backbiteth not with his tongue, nor doeth evil to his neighbour, nor taketh up a reproach against his neighbour.
Psa 	15 	4 	1 	In whose eyes a vile person is contemned; but he honoureth them that fear the LORD.
Psa 	15 	4 	2 	He that sweareth to his own hurt, and changeth not.
Psa 	15 	5 	1 	He that putteth not out his money to usury, nor taketh reward against the innocent.
Psa 	15 	5 	2 	He that doeth these things shall never be moved.
Psa 	16 	1 	1 	reserve me, O God: for in thee do I put my trust.
Psa 	16 	2 	1 	O my soul, thou hast said unto the LORD, Thou art my Lord: my goodness extendeth not to thee;
Psa 	16 	3 	1 	But to the saints that are in the earth, and to the excellent, in whom is all my delight.
Psa 	16 	4 	1 	Their sorrows shall be multiplied that hasten after another god: their drink offerings of blood will I not offer, nor take up their names into my lips.
Psa 	16 	5 	1 	The LORD is the portion of mine inheritance and of my cup: thou maintainest my lot.
Psa 	16 	6 	1 	The lines are fallen unto me in pleasant places; yea, I have a goodly heritage.
Psa 	16 	7 	1 	I will bless the LORD, who hath given me counsel: my reins also instruct me in the night seasons.
Psa 	16 	8 	1 	I have set the LORD always before me: because he is at my right hand, I shall not be moved.
Psa 	16 	9 	1 	Therefore my heart is glad, and my glory rejoiceth: my flesh also shall rest in hope.
Psa 	16 	10 	1 	For thou wilt not leave my soul in hell; neither wilt thou suffer thine Holy One to see corruption.
Psa 	16 	11 	1 	Thou wilt shew me the path of life: in thy presence is fulness of joy; at thy right hand there are pleasures for evermore.
Psa 	17 	1 	1 	Hear the right, O LORD, attend unto my cry, give ear unto my prayer, that goeth not out of feigned lips.
Psa 	17 	2 	1 	Let my sentence come forth from thy presence; let thine eyes behold the things that are equal.
Psa 	17 	3 	1 	Thou hast proved mine heart; thou hast visited me in the night; thou hast tried me, and shalt find nothing; I am purposed that my mouth shall not transgress.
Psa 	17 	4 	1 	Concerning the works of men, by the word of thy lips I have kept me from the paths of the destroyer.
Psa 	17 	5 	1 	Hold up my goings in thy paths, that my footsteps slip not.
Psa 	17 	6 	1 	I have called upon thee, for thou wilt hear me, O God: incline thine ear unto me, and hear my speech.
Psa 	17 	7 	1 	Shew thy marvellous lovingkindness, O thou that savest by thy right hand them which put their trust in thee from those that rise up against them.
Psa 	17 	8 	1 	Keep me as the apple of the eye, hide me under the shadow of thy wings,
Psa 	17 	9 	1 	From the wicked that oppress me, from my deadly enemies, who compass me about.
Psa 	17 	10 	1 	They are inclosed in their own fat: with their mouth they speak proudly.
Psa 	17 	11 	1 	They have now compassed us in our steps: they have set their eyes bowing down to the earth;
Psa 	17 	12 	1 	Like as a lion that is greedy of his prey, and as it were a young lion lurking in secret places.
Psa 	17 	13 	1 	Arise, O LORD, disappoint him, cast him down: deliver my soul from the wicked, which is thy sword:
Psa 	17 	14 	1 	From men which are thy hand, O LORD, from men of the world, which have their portion in this life, and whose belly thou fillest with thy hid treasure: they are full of children, and leave the rest of their substance to their babes.
Psa 	17 	15 	1 	As for me, I will behold thy face in righteousness: I shall be satisfied, when I awake, with thy likeness.
Psa 	18 	1 	1 	I will love thee, O LORD, my strength.
Psa 	18 	2 	1 	The LORD is my rock, and my fortress, and my deliverer; my God, my strength, in whom I will trust; my buckler, and the horn of my salvation, and my high tower.
Psa 	18 	3 	1 	I will call upon the LORD, who is worthy to be praised: so shall I be saved from mine enemies.
Psa 	18 	4 	1 	The sorrows of death compassed me, and the floods of ungodly men made me afraid.
Psa 	18 	5 	1 	The sorrows of hell compassed me about: the snares of death prevented me.
Psa 	18 	6 	1 	In my distress I called upon the LORD, and cried unto my God: he heard my voice out of his temple, and my cry came before him, even into his ears.
Psa 	18 	7 	1 	Then the earth shook and trembled; the foundations also of the hills moved and were shaken, because he was wroth.
Psa 	18 	8 	1 	There went up a smoke out of his nostrils, and fire out of his mouth devoured: coals were kindled by it.
Psa 	18 	9 	1 	He bowed the heavens also, and came down: and darkness was under his feet.
Psa 	18 	10 	1 	And he rode upon a cherub, and did fly: yea, he did fly upon the wings of the wind.
Psa 	18 	11 	1 	He made darkness his secret place; his pavilion round about him were dark waters and thick clouds of the skies.
Psa 	18 	12 	1 	At the brightness that was before him his thick clouds passed, hail stones and coals of fire.
Psa 	18 	13 	1 	The LORD also thundered in the heavens, and the Highest gave his voice; hail stones and coals of fire.
Psa 	18 	14 	1 	Yea, he sent out his arrows, and scattered them; and he shot out lightnings, and discomfited them.
Psa 	18 	15 	1 	Then the channels of waters were seen, and the foundations of the world were discovered at thy rebuke, O LORD, at the blast of the breath of thy nostrils.
Psa 	18 	16 	1 	He sent from above, he took me, he drew me out of many waters.
Psa 	18 	17 	1 	He delivered me from my strong enemy, and from them which hated me: for they were too strong for me.
Psa 	18 	18 	1 	They prevented me in the day of my calamity: but the LORD was my stay.
Psa 	18 	19 	1 	He brought me forth also into a large place; he delivered me, because he delighted in me.
Psa 	18 	20 	1 	The LORD rewarded me according to my righteousness; according to the cleanness of my hands hath he recompensed me.
Psa 	18 	21 	1 	For I have kept the ways of the LORD, and have not wickedly departed from my God.
Psa 	18 	22 	1 	For all his judgments were before me, and I did not put away his statutes from me.
Psa 	18 	23 	1 	I was also upright before him, and I kept myself from mine iniquity.
Psa 	18 	24 	1 	Therefore hath the LORD recompensed me according to my righteousness, according to the cleanness of my hands in his eyesight.
Psa 	18 	25 	1 	With the merciful thou wilt shew thyself merciful; with an upright man thou wilt shew thyself upright;
Psa 	18 	26 	1 	With the pure thou wilt shew thyself pure; and with the froward thou wilt shew thyself froward.
Psa 	18 	27 	1 	For thou wilt save the afflicted people; but wilt bring down high looks.
Psa 	18 	28 	1 	For thou wilt light my candle: the LORD my God will enlighten my darkness.
Psa 	18 	29 	1 	For by thee I have run through a troop; and by my God have I leaped over a wall.
Psa 	18 	30 	1 	As for God, his way is perfect: the word of the LORD is tried: he is a buckler to all those that trust in him.
Psa 	18 	31 	1 	For who is God save the LORD?
Psa 	18 	31 	2 	or who is a rock save our God?
Psa 	18 	32 	1 	It is God that girdeth me with strength, and maketh my way perfect.
Psa 	18 	33 	1 	He maketh my feet like hinds' feet, and setteth me upon my high places.
Psa 	18 	34 	1 	He teacheth my hands to war, so that a bow of steel is broken by mine arms.
Psa 	18 	35 	1 	Thou hast also given me the shield of thy salvation: and thy right hand hath holden me up, and thy gentleness hath made me great.
Psa 	18 	36 	1 	Thou hast enlarged my steps under me, that my feet did not slip.
Psa 	18 	37 	1 	I have pursued mine enemies, and overtaken them: neither did I turn again till they were consumed.
Psa 	18 	38 	1 	I have wounded them that they were not able to rise: they are fallen under my feet.
Psa 	18 	39 	1 	For thou hast girded me with strength unto the battle: thou hast subdued under me those that rose up against me.
Psa 	18 	40 	1 	Thou hast also given me the necks of mine enemies; that I might destroy them that hate me.
Psa 	18 	41 	1 	They cried, but there was none to save them: even unto the LORD, but he answered them not.
Psa 	18 	42 	1 	Then did I beat them small as the dust before the wind: I did cast them out as the dirt in the streets.
Psa 	18 	43 	1 	Thou hast delivered me from the strivings of the people; and thou hast made me the head of the heathen: a people whom I have not known shall serve me.
Psa 	18 	44 	1 	As soon as they hear of me, they shall obey me: the strangers shall submit themselves unto me.
Psa 	18 	45 	1 	The strangers shall fade away, and be afraid out of their close places.
Psa 	18 	46 	1 	The LORD liveth; and blessed be my rock; and let the God of my salvation be exalted.
Psa 	18 	47 	1 	It is God that avengeth me, and subdueth the people under me.
Psa 	18 	48 	1 	He delivereth me from mine enemies: yea, thou liftest me up above those that rise up against me: thou hast delivered me from the violent man.
Psa 	18 	49 	1 	Therefore will I give thanks unto thee, O LORD, among the heathen, and sing praises unto thy name.
Psa 	18 	50 	1 	Great deliverance giveth he to his king; and sheweth mercy to his anointed, to David, and to his seed for evermore.
Psa 	19 	1 	1 	The heavens declare the glory of God; and the firmament sheweth his handywork.
Psa 	19 	2 	1 	Day unto day uttereth speech, and night unto night sheweth knowledge.
Psa 	19 	3 	1 	There is no speech nor language, where their voice is not heard.
Psa 	19 	4 	1 	Their line is gone out through all the earth, and their words to the end of the world.
Psa 	19 	4 	2 	In them hath he set a tabernacle for the sun,
Psa 	19 	5 	1 	Which is as a bridegroom coming out of his chamber, and rejoiceth as a strong man to run a race.
Psa 	19 	6 	1 	His going forth is from the end of the heaven, and his circuit unto the ends of it: and there is nothing hid from the heat thereof.
Psa 	19 	7 	1 	The law of the LORD is perfect, converting the soul: the testimony of the LORD is sure, making wise the simple.
Psa 	19 	8 	1 	The statutes of the LORD are right, rejoicing the heart: the commandment of the LORD is pure, enlightening the eyes.
Psa 	19 	9 	1 	The fear of the LORD is clean, enduring for ever: the judgments of the LORD are true and righteous altogether.
Psa 	19 	10 	1 	More to be desired are they than gold, yea, than much fine gold: sweeter also than honey and the honeycomb.
Psa 	19 	11 	1 	Moreover by them is thy servant warned: and in keeping of them there is great reward.
Psa 	19 	12 	1 	Who can understand his errors?
Psa 	19 	12 	2 	cleanse thou me from secret faults.
Psa 	19 	13 	1 	Keep back thy servant also from presumptuous sins; let them not have dominion over me: then shall I be upright, and I shall be innocent from the great transgression.
Psa 	19 	14 	1 	Let the words of my mouth, and the meditation of my heart, be acceptable in thy sight, O LORD, my strength, and my redeemer.
Psa 	20 	1 	1 	The LORD hear thee in the day of trouble; the name of the God of Jacob defend thee;
Psa 	20 	2 	1 	Send thee help from the sanctuary, and strengthen thee out of Zion;
Psa 	20 	3 	1 	Remember all thy offerings, and accept thy burnt sacrifice; Selah.
Psa 	20 	4 	1 	Grant thee according to thine own heart, and fulfil all thy counsel.
Psa 	20 	5 	1 	We will rejoice in thy salvation, and in the name of our God we will set up our banners: the LORD fulfil all thy petitions.
Psa 	20 	6 	1 	Now know I that the LORD saveth his anointed; he will hear him from his holy heaven with the saving strength of his right hand.
Psa 	20 	7 	1 	Some trust in chariots, and some in horses: but we will remember the name of the LORD our God.
Psa 	20 	8 	1 	They are brought down and fallen: but we are risen, and stand upright.
Psa 	20 	9 	1 	Save, LORD: let the king hear us when we call.
Psa 	21 	1 	1 	The king shall joy in thy strength, O LORD; and in thy salvation how greatly shall he rejoice!
Psa 	21 	2 	1 	Thou hast given him his heart's desire, and hast not withholden the request of his lips.
Psa 	21 	2 	2 	Selah.
Psa 	21 	3 	1 	For thou preventest him with the blessings of goodness: thou settest a crown of pure gold on his head.
Psa 	21 	4 	1 	He asked life of thee, and thou gavest it him, even length of days for ever and ever.
Psa 	21 	5 	1 	His glory is great in thy salvation: honour and majesty hast thou laid upon him.
Psa 	21 	6 	1 	For thou hast made him most blessed for ever: thou hast made him exceeding glad with thy countenance.
Psa 	21 	7 	1 	For the king trusteth in the LORD, and through the mercy of the most High he shall not be moved.
Psa 	21 	8 	1 	Thine hand shall find out all thine enemies: thy right hand shall find out those that hate thee.
Psa 	21 	9 	1 	Thou shalt make them as a fiery oven in the time of thine anger: the LORD shall swallow them up in his wrath, and the fire shall devour them.
Psa 	21 	10 	1 	Their fruit shalt thou destroy from the earth, and their seed from among the children of men.
Psa 	21 	11 	1 	For they intended evil against thee: they imagined a mischievous device, which they are not able to perform.
Psa 	21 	12 	1 	Therefore shalt thou make them turn their back, when thou shalt make ready thine arrows upon thy strings against the face of them.
Psa 	21 	13 	1 	Be thou exalted, LORD, in thine own strength: so will we sing and praise thy power.
Psa 	22 	1 	1 	My God, my God, why hast thou forsaken me?
Psa 	22 	1 	2 	why art thou so far from helping me, and from the words of my roaring?
Psa 	22 	2 	1 	O my God, I cry in the day time, but thou hearest not; and in the night season, and am not silent.
Psa 	22 	3 	1 	But thou art holy, O thou that inhabitest the praises of Israel.
Psa 	22 	4 	1 	Our fathers trusted in thee: they trusted, and thou didst deliver them.
Psa 	22 	5 	1 	They cried unto thee, and were delivered: they trusted in thee, and were not confounded.
Psa 	22 	6 	1 	But I am a worm, and no man; a reproach of men, and despised of the people.
Psa 	22 	7 	1 	All they that see me laugh me to scorn: they shoot out the lip, they shake the head, saying,
Psa 	22 	8 	1 	He trusted on the LORD that he would deliver him: let him deliver him, seeing he delighted in him.
Psa 	22 	9 	1 	But thou art he that took me out of the womb: thou didst make me hope when I was upon my mother's breasts.
Psa 	22 	10 	1 	I was cast upon thee from the womb: thou art my God from my mother's belly.
Psa 	22 	11 	1 	Be not far from me; for trouble is near; for there is none to help.
Psa 	22 	12 	1 	Many bulls have compassed me: strong bulls of Bashan have beset me round.
Psa 	22 	13 	1 	They gaped upon me with their mouths, as a ravening and a roaring lion.
