book	chapter	verse_order	sentence_order	sentence
Neh 	2 	18 	1 	Then I told them of the hand of my God which was good upon me; as also the king's words that he had spoken unto me.
Neh 	2 	18 	2 	And they said, Let us rise up and build.
Neh 	2 	18 	3 	So they strengthened their hands for this good work.
Neh 	2 	19 	1 	But when Sanballat the Horonite, and Tobiah the servant, the Ammonite, and Geshem the Arabian, heard it, they laughed us to scorn, and despised us, and said, What is this thing that ye do?
Neh 	2 	19 	2 	will ye rebel against the king?
Neh 	2 	20 	1 	Then answered I them, and said unto them, The God of heaven, he will prosper us; therefore we his servants will arise and build: but ye have no portion, nor right, nor memorial, in Jerusalem.
Neh 	3 	1 	1 	Then Eliashib the high priest rose up with his brethren the priests, and they builded the sheep gate; they sanctified it, and set up the doors of it; even unto the tower of Meah they sanctified it, unto the tower of Hananeel.
Neh 	3 	2 	1 	And next unto him builded the men of Jericho.
Neh 	3 	2 	2 	And next to them builded Zaccur the son of Imri.
Neh 	3 	3 	1 	But the fish gate did the sons of Hassenaah build, who also laid the beams thereof, and set up the doors thereof, the locks thereof, and the bars thereof.
Neh 	3 	4 	1 	And next unto them repaired Meremoth the son of Urijah, the son of Koz.
Neh 	3 	4 	2 	And next unto them repaired Meshullam the son of Berechiah, the son of Meshezabeel.
Neh 	3 	4 	3 	And next unto them repaired Zadok the son of Baana.
Neh 	3 	5 	1 	And next unto them the Tekoites repaired; but their nobles put not their necks to the work of their LORD.
Neh 	3 	6 	1 	Moreover the old gate repaired Jehoiada the son of Paseah, and Meshullam the son of Besodeiah; they laid the beams thereof, and set up the doors thereof, and the locks thereof, and the bars thereof.
Neh 	3 	7 	1 	And next unto them repaired Melatiah the Gibeonite, and Jadon the Meronothite, the men of Gibeon, and of Mizpah, unto the throne of the governor on this side the river.
Neh 	3 	8 	1 	xt unto him repaired Uzziel the son of Harhaiah, of the goldsmiths.
Neh 	3 	8 	2 	Next unto him also repaired Hananiah the son of one of the apothecaries, and they fortified Jerusalem unto the broad wall.
Neh 	3 	9 	1 	And next unto them repaired Rephaiah the son of Hur, the ruler of the half part of Jerusalem.
Neh 	3 	10 	1 	And next unto them repaired Jedaiah the son of Harumaph, even over against his house.
Neh 	3 	10 	2 	And next unto him repaired Hattush the son of Hashabniah.
Neh 	3 	11 	1 	Malchijah the son of Harim, and Hashub the son of Pahathmoab, repaired the other piece, and the tower of the furnaces.
Neh 	3 	12 	1 	And next unto him repaired Shallum the son of Halohesh, the ruler of the half part of Jerusalem, he and his daughters.
Neh 	3 	13 	1 	The valley gate repaired Hanun, and the inhabitants of Zanoah; they built it, and set up the doors thereof, the locks thereof, and the bars thereof, and a thousand cubits on the wall unto the dung gate.
Neh 	3 	14 	1 	But the dung gate repaired Malchiah the son of Rechab, the ruler of part of Bethhaccerem; he built it, and set up the doors thereof, the locks thereof, and the bars thereof.
Neh 	3 	15 	1 	But the gate of the fountain repaired Shallun the son of Colhozeh, the ruler of part of Mizpah; he built it, and covered it, and set up the doors thereof, the locks thereof, and the bars thereof, and the wall of the pool of Siloah by the king's garden, and unto the stairs that go down from the city of David.
Neh 	3 	16 	1 	After him repaired Nehemiah the son of Azbuk, the ruler of the half part of Bethzur, unto the place over against the sepulchres of David, and to the pool that was made, and unto the house of the mighty.
Neh 	3 	17 	1 	After him repaired the Levites, Rehum the son of Bani.
Neh 	3 	17 	2 	Next unto him repaired Hashabiah, the ruler of the half part of Keilah, in his part.
Neh 	3 	18 	1 	After him repaired their brethren, Bavai the son of Henadad, the ruler of the half part of Keilah.
Neh 	3 	19 	1 	And next to him repaired Ezer the son of Jeshua, the ruler of Mizpah, another piece over against the going up to the armoury at the turning of the wall.
Neh 	3 	20 	1 	After him Baruch the son of Zabbai earnestly repaired the other piece, from the turning of the wall unto the door of the house of Eliashib the high priest.
Neh 	3 	21 	1 	After him repaired Meremoth the son of Urijah the son of Koz another piece, from the door of the house of Eliashib even to the end of the house of Eliashib.
Neh 	3 	22 	1 	And after him repaired the priests, the men of the plain.
Neh 	3 	23 	1 	After him repaired Benjamin and Hashub over against their house.
Neh 	3 	23 	2 	After him repaired Azariah the son of Maaseiah the son of Ananiah by his house.
Neh 	3 	24 	1 	After him repaired Binnui the son of Henadad another piece, from the house of Azariah unto the turning of the wall, even unto the corner.
Neh 	3 	25 	1 	Palal the son of Uzai, over against the turning of the wall, and the tower which lieth out from the king's high house, that was by the court of the prison.
Neh 	3 	25 	2 	After him Pedaiah the son of Parosh.
Neh 	3 	26 	1 	Moreover the Nethinims dwelt in Ophel, unto the place over against the water gate toward the east, and the tower that lieth out.
Neh 	3 	27 	1 	After them the Tekoites repaired another piece, over against the great tower that lieth out, even unto the wall of Ophel.
Neh 	3 	28 	1 	From above the horse gate repaired the priests, every one over against his house.
Neh 	3 	29 	1 	After them repaired Zadok the son of Immer over against his house.
Neh 	3 	29 	2 	After him repaired also Shemaiah the son of Shechaniah, the keeper of the east gate.
Neh 	3 	30 	1 	After him repaired Hananiah the son of Shelemiah, and Hanun the sixth son of Zalaph, another piece.
Neh 	3 	30 	2 	After him repaired Meshullam the son of Berechiah over against his chamber.
Neh 	3 	31 	1 	After him repaired Malchiah the goldsmith's son unto the place of the Nethinims, and of the merchants, over against the gate Miphkad, and to the going up of the corner.
Neh 	3 	32 	1 	And between the going up of the corner unto the sheep gate repaired the goldsmiths and the merchants.
Neh 	4 	1 	1 	But it came to pass, that when Sanballat heard that we builded the wall, he was wroth, and took great indignation, and mocked the Jews.
Neh 	4 	2 	1 	And he spake before his brethren and the army of Samaria, and said, What do these feeble Jews?
Neh 	4 	2 	2 	will they fortify themselves?
Neh 	4 	2 	3 	will they sacrifice?
Neh 	4 	2 	4 	will they make an end in a day?
Neh 	4 	2 	5 	will they revive the stones out of the heaps of the rubbish which are burned?
Neh 	4 	3 	1 	ow Tobiah the Ammonite was by him, and he said, Even that which they build, if a fox go up, he shall even break down their stone wall.
Neh 	4 	4 	1 	Hear, O our God; for we are despised: and turn their reproach upon their own head, and give them for a prey in the land of captivity:
Neh 	4 	5 	1 	And cover not their iniquity, and let not their sin be blotted out from before thee: for they have provoked thee to anger before the builders.
Neh 	4 	6 	1 	So built we the wall; and all the wall was joined together unto the half thereof: for the people had a mind to work.
Neh 	4 	7 	1 	But it came to pass, that when Sanballat, and Tobiah, and the Arabians, and the Ammonites, and the Ashdodites, heard that the walls of Jerusalem were made up, and that the breaches began to be stopped, then they were very wroth,
Neh 	4 	8 	1 	And conspired all of them together to come and to fight against Jerusalem, and to hinder it.
Neh 	4 	9 	1 	vertheless we made our prayer unto our God, and set a watch against them day and night, because of them.
Neh 	4 	10 	1 	And Judah said, The strength of the bearers of burdens is decayed, and there is much rubbish; so that we are not able to build the wall.
Neh 	4 	11 	1 	And our adversaries said, They shall not know, neither see, till we come in the midst among them, and slay them, and cause the work to cease.
Neh 	4 	12 	1 	And it came to pass, that when the Jews which dwelt by them came, they said unto us ten times, From all places whence ye shall return unto us they will be upon you.
Neh 	4 	13 	1 	Therefore set I in the lower places behind the wall, and on the higher places, I even set the people after their families with their swords, their spears, and their bows.
Neh 	4 	14 	1 	And I looked, and rose up, and said unto the nobles, and to the rulers, and to the rest of the people, Be not ye afraid of them: remember the LORD, which is great and terrible, and fight for your brethren, your sons, and your daughters, your wives, and your houses.
Neh 	4 	15 	1 	And it came to pass, when our enemies heard that it was known unto us, and God had brought their counsel to nought, that we returned all of us to the wall, every one unto his work.
Neh 	4 	16 	1 	And it came to pass from that time forth, that the half of my servants wrought in the work, and the other half of them held both the spears, the shields, and the bows, and the habergeons; and the rulers were behind all the house of Judah.
Neh 	4 	17 	1 	They which builded on the wall, and they that bare burdens, with those that laded, every one with one of his hands wrought in the work, and with the other hand held a weapon.
Neh 	4 	18 	1 	For the builders, every one had his sword girded by his side, and so builded.
Neh 	4 	18 	2 	And he that sounded the trumpet was by me.
Neh 	4 	19 	1 	And I said unto the nobles, and to the rulers, and to the rest of the people, The work is great and large, and we are separated upon the wall, one far from another.
Neh 	4 	20 	1 	In what place therefore ye hear the sound of the trumpet, resort ye thither unto us: our God shall fight for us.
Neh 	4 	21 	1 	So we laboured in the work: and half of them held the spears from the rising of the morning till the stars appeared.
Neh 	4 	22 	1 	Likewise at the same time said I unto the people, Let every one with his servant lodge within Jerusalem, that in the night they may be a guard to us, and labour on the day.
Neh 	4 	23 	1 	So neither I, nor my brethren, nor my servants, nor the men of the guard which followed me, none of us put off our clothes, saving that every one put them off for washing.
Neh 	5 	1 	1 	And there was a great cry of the people and of their wives against their brethren the Jews.
Neh 	5 	2 	1 	For there were that said, We, our sons, and our daughters, are many: therefore we take up corn for them, that we may eat, and live.
Neh 	5 	3 	1 	Some also there were that said, We have mortgaged our lands, vineyards, and houses, that we might buy corn, because of the dearth.
Neh 	5 	4 	1 	There were also that said, We have borrowed money for the king's tribute, and that upon our lands and vineyards.
Neh 	5 	5 	1 	Yet now our flesh is as the flesh of our brethren, our children as their children: and, lo, we bring into bondage our sons and our daughters to be servants, and some of our daughters are brought unto bondage already: neither is it in our power to redeem them; for other men have our lands and vineyards.
Neh 	5 	6 	1 	And I was very angry when I heard their cry and these words.
Neh 	5 	7 	1 	Then I consulted with myself, and I rebuked the nobles, and the rulers, and said unto them, Ye exact usury, every one of his brother.
Neh 	5 	7 	2 	And I set a great assembly against them.
Neh 	5 	8 	1 	And I said unto them, We after our ability have redeemed our brethren the Jews, which were sold unto the heathen; and will ye even sell your brethren?
Neh 	5 	8 	2 	or shall they be sold unto us?
Neh 	5 	8 	3 	Then held they their peace, and found nothing to answer.
Neh 	5 	9 	1 	Also I said, It is not good that ye do: ought ye not to walk in the fear of our God because of the reproach of the heathen our enemies?
Neh 	5 	10 	1 	I likewise, and my brethren, and my servants, might exact of them money and corn: I pray you, let us leave off this usury.
Neh 	5 	11 	1 	Restore, I pray you, to them, even this day, their lands, their vineyards, their oliveyards, and their houses, also the hundredth part of the money, and of the corn, the wine, and the oil, that ye exact of them.
Neh 	5 	12 	1 	Then said they, We will restore them, and will require nothing of them; so will we do as thou sayest.
Neh 	5 	12 	2 	Then I called the priests, and took an oath of them, that they should do according to this promise.
Neh 	5 	13 	1 	Also I shook my lap, and said, So God shake out every man from his house, and from his labour, that performeth not this promise, even thus be he shaken out, and emptied.
Neh 	5 	13 	2 	And all the congregation said, Amen, and praised the LORD.
Neh 	5 	13 	3 	And the people did according to this promise.
Neh 	5 	14 	1 	Moreover from the time that I was appointed to be their governor in the land of Judah, from the twentieth year even unto the two and thirtieth year of Artaxerxes the king, that is, twelve years, I and my brethren have not eaten the bread of the governor.
Neh 	5 	15 	1 	But the former governors that had been before me were chargeable unto the people, and had taken of them bread and wine, beside forty shekels of silver; yea, even their servants bare rule over the people: but so did not I, because of the fear of God.
Neh 	5 	16 	1 	Yea, also I continued in the work of this wall, neither bought we any land: and all my servants were gathered thither unto the work.
Neh 	5 	17 	1 	Moreover there were at my table an hundred and fifty of the Jews and rulers, beside those that came unto us from among the heathen that are about us.
Neh 	5 	18 	1 	ow that which was prepared for me daily was one ox and six choice sheep; also fowls were prepared for me, and once in ten days store of all sorts of wine: yet for all this required not I the bread of the governor, because the bondage was heavy upon this people.
Neh 	5 	19 	1 	Think upon me, my God, for good, according to all that I have done for this people.
Neh 	6 	1 	1 	ow it came to pass when Sanballat, and Tobiah, and Geshem the Arabian, and the rest of our enemies, heard that I had builded the wall, and that there was no breach left therein; (though at that time I had not set up the doors upon the gates;)
Neh 	6 	2 	1 	That Sanballat and Geshem sent unto me, saying, Come, let us meet together in some one of the villages in the plain of Ono.
Neh 	6 	2 	2 	But they thought to do me mischief.
Neh 	6 	3 	1 	And I sent messengers unto them, saying, I am doing a great work, so that I cannot come down: why should the work cease, whilst I leave it, and come down to you?
Neh 	6 	4 	1 	Yet they sent unto me four times after this sort; and I answered them after the same manner.
Neh 	6 	5 	1 	Then sent Sanballat his servant unto me in like manner the fifth time with an open letter in his hand;
Neh 	6 	6 	1 	Wherein was written, It is reported among the heathen, and Gashmu saith it, that thou and the Jews think to rebel: for which cause thou buildest the wall, that thou mayest be their king, according to these words.
Neh 	6 	7 	1 	And thou hast also appointed prophets to preach of thee at Jerusalem, saying, There is a king in Judah: and now shall it be reported to the king according to these words.
Neh 	6 	7 	2 	Come now therefore, and let us take counsel together.
Neh 	6 	8 	1 	Then I sent unto him, saying, There are no such things done as thou sayest, but thou feignest them out of thine own heart.
Neh 	6 	9 	1 	For they all made us afraid, saying, Their hands shall be weakened from the work, that it be not done.
Neh 	6 	9 	2 	Now therefore, O God, strengthen my hands.
Neh 	6 	10 	1 	Afterward I came unto the house of Shemaiah the son of Delaiah the son of Mehetabeel, who was shut up; and he said, Let us meet together in the house of God, within the temple, and let us shut the doors of the temple: for they will come to slay thee; yea, in the night will they come to slay thee.
Neh 	6 	11 	1 	And I said, Should such a man as I flee?
Neh 	6 	11 	2 	and who is there, that, being as I am, would go into the temple to save his life?
Neh 	6 	11 	3 	I will not go in.
Neh 	6 	12 	1 	And, lo, I perceived that God had not sent him; but that he pronounced this prophecy against me: for Tobiah and Sanballat had hired him.
Neh 	6 	13 	1 	Therefore was he hired, that I should be afraid, and do so, and sin, and that they might have matter for an evil report, that they might reproach me.
Neh 	6 	14 	1 	My God, think thou upon Tobiah and Sanballat according to these their works, and on the prophetess Noadiah, and the rest of the prophets, that would have put me in fear.
Neh 	6 	15 	1 	So the wall was finished in the twenty and fifth day of the month Elul, in fifty and two days.
Neh 	6 	16 	1 	And it came to pass, that when all our enemies heard thereof, and all the heathen that were about us saw these things, they were much cast down in their own eyes: for they perceived that this work was wrought of our God.
Neh 	6 	17 	1 	Moreover in those days the nobles of Judah sent many letters unto Tobiah, and the letters of Tobiah came unto them.
Neh 	6 	18 	1 	For there were many in Judah sworn unto him, because he was the son in law of Shechaniah the son of Arah; and his son Johanan had taken the daughter of Meshullam the son of Berechiah.
Neh 	6 	19 	1 	Also they reported his good deeds before me, and uttered my words to him.
Neh 	6 	19 	2 	And Tobiah sent letters to put me in fear.
Neh 	7 	1 	1 	ow it came to pass, when the wall was built, and I had set up the doors, and the porters and the singers and the Levites were appointed,
Neh 	7 	2 	1 	That I gave my brother Hanani, and Hananiah the ruler of the palace, charge over Jerusalem: for he was a faithful man, and feared God above many.
Neh 	7 	3 	1 	And I said unto them, Let not the gates of Jerusalem be opened until the sun be hot; and while they stand by, let them shut the doors, and bar them: and appoint watches of the inhabitants of Jerusalem, every one in his watch, and every one to be over against his house.
Neh 	7 	4 	1 	ow the city was large and great: but the people were few therein, and the houses were not builded.
Neh 	7 	5 	1 	And my God put into mine heart to gather together the nobles, and the rulers, and the people, that they might be reckoned by genealogy.
Neh 	7 	5 	2 	And I found a register of the genealogy of them which came up at the first, and found written therein,
Neh 	7 	6 	1 	These are the children of the province, that went up out of the captivity, of those that had been carried away, whom Nebuchadnezzar the king of Babylon had carried away, and came again to Jerusalem and to Judah, every one unto his city;
Neh 	7 	7 	1 	Who came with Zerubbabel, Jeshua, Nehemiah, Azariah, Raamiah, Nahamani, Mordecai, Bilshan, Mispereth, Bigvai, Nehum, Baanah.
Neh 	7 	7 	2 	The number, I say, of the men of the people of Israel was this;
Neh 	7 	8 	1 	The children of Parosh, two thousand an hundred seventy and two.
Neh 	7 	9 	1 	The children of Shephatiah, three hundred seventy and two.
Neh 	7 	10 	1 	The children of Arah, six hundred fifty and two.
Neh 	7 	11 	1 	The children of Pahathmoab, of the children of Jeshua and Joab, two thousand and eight hundred and eighteen.
Neh 	7 	12 	1 	The children of Elam, a thousand two hundred fifty and four.
Neh 	7 	13 	1 	The children of Zattu, eight hundred forty and five.
Neh 	7 	14 	1 	The children of Zaccai, seven hundred and threescore.
Neh 	7 	15 	1 	The children of Binnui, six hundred forty and eight.
Neh 	7 	16 	1 	The children of Bebai, six hundred twenty and eight.
Neh 	7 	17 	1 	The children of Azgad, two thousand three hundred twenty and two.
Neh 	7 	18 	1 	The children of Adonikam, six hundred threescore and seven.
Neh 	7 	19 	1 	The children of Bigvai, two thousand threescore and seven.
Neh 	7 	20 	1 	The children of Adin, six hundred fifty and five.
Neh 	7 	21 	1 	The children of Ater of Hezekiah, ninety and eight.
Neh 	7 	22 	1 	The children of Hashum, three hundred twenty and eight.
Neh 	7 	23 	1 	The children of Bezai, three hundred twenty and four.
Neh 	7 	24 	1 	The children of Hariph, an hundred and twelve.
Neh 	7 	25 	1 	The children of Gibeon, ninety and five.
Neh 	7 	26 	1 	The men of Bethlehem and Netophah, an hundred fourscore and eight.
Neh 	7 	27 	1 	The men of Anathoth, an hundred twenty and eight.
Neh 	7 	28 	1 	The men of Bethazmaveth, forty and two.
Neh 	7 	29 	1 	The men of Kirjathjearim, Chephirah, and Beeroth, seven hundred forty and three.
Neh 	7 	30 	1 	The men of Ramah and Gaba, six hundred twenty and one.
Neh 	7 	31 	1 	The men of Michmas, an hundred and twenty and two.
Neh 	7 	32 	1 	The men of Bethel and Ai, an hundred twenty and three.
Neh 	7 	33 	1 	The men of the other Nebo, fifty and two.
Neh 	7 	34 	1 	The children of the other Elam, a thousand two hundred fifty and four.
Neh 	7 	35 	1 	The children of Harim, three hundred and twenty.
Neh 	7 	36 	1 	The children of Jericho, three hundred forty and five.
Neh 	7 	37 	1 	The children of Lod, Hadid, and Ono, seven hundred twenty and one.
Neh 	7 	38 	1 	The children of Senaah, three thousand nine hundred and thirty.
Neh 	7 	39 	1 	The priests: the children of Jedaiah, of the house of Jeshua, nine hundred seventy and three.
Neh 	7 	40 	1 	The children of Immer, a thousand fifty and two.
Neh 	7 	41 	1 	The children of Pashur, a thousand two hundred forty and seven.
Neh 	7 	42 	1 	The children of Harim, a thousand and seventeen.
Neh 	7 	43 	1 	The Levites: the children of Jeshua, of Kadmiel, and of the children of Hodevah, seventy and four.
Neh 	7 	44 	1 	The singers: the children of Asaph, an hundred forty and eight.
Neh 	7 	45 	1 	The porters: the children of Shallum, the children of Ater, the children of Talmon, the children of Akkub, the children of Hatita, the children of Shobai, an hundred thirty and eight.
Neh 	7 	46 	1 	The Nethinims: the children of Ziha, the children of Hashupha, the children of Tabbaoth,
Neh 	7 	47 	1 	The children of Keros, the children of Sia, the children of Padon,
Neh 	7 	48 	1 	The children of Lebana, the children of Hagaba, the children of Shalmai,
Neh 	7 	49 	1 	The children of Hanan, the children of Giddel, the children of Gahar,
Neh 	7 	50 	1 	The children of Reaiah, the children of Rezin, the children of Nekoda,
Neh 	7 	51 	1 	The children of Gazzam, the children of Uzza, the children of Phaseah,
Neh 	7 	52 	1 	The children of Besai, the children of Meunim, the children of Nephishesim,
Neh 	7 	53 	1 	The children of Bakbuk, the children of Hakupha, the children of Harhur,
Neh 	7 	54 	1 	The children of Bazlith, the children of Mehida, the children of Harsha,
Neh 	7 	55 	1 	The children of Barkos, the children of Sisera, the children of Tamah,
Neh 	7 	56 	1 	The children of Neziah, the children of Hatipha.
Neh 	7 	57 	1 	The children of Solomon's servants: the children of Sotai, the children of Sophereth, the children of Perida,
Neh 	7 	58 	1 	The children of Jaala, the children of Darkon, the children of Giddel,
Neh 	7 	59 	1 	The children of Shephatiah, the children of Hattil, the children of Pochereth of Zebaim, the children of Amon.
Neh 	7 	60 	1 	All the Nethinims, and the children of Solomon's servants, were three hundred ninety and two.
Neh 	7 	61 	1 	And these were they which went up also from Telmelah, Telharesha, Cherub, Addon, and Immer: but they could not shew their father's house, nor their seed, whether they were of Israel.
Neh 	7 	62 	1 	The children of Delaiah, the children of Tobiah, the children of Nekoda, six hundred forty and two.
Neh 	7 	63 	1 	And of the priests: the children of Habaiah, the children of Koz, the children of Barzillai, which took one of the daughters of Barzillai the Gileadite to wife, and was called after their name.
Neh 	7 	64 	1 	These sought their register among those that were reckoned by genealogy, but it was not found: therefore were they, as polluted, put from the priesthood.
Neh 	7 	65 	1 	And the Tirshatha said unto them, that they should not eat of the most holy things, till there stood up a priest with Urim and Thummim.
Neh 	7 	66 	1 	The whole congregation together was forty and two thousand three hundred and threescore,
Neh 	7 	67 	1 	Beside their manservants and their maidservants, of whom there were seven thousand three hundred thirty and seven: and they had two hundred forty and five singing men and singing women.
Neh 	7 	68 	1 	Their horses, seven hundred thirty and six: their mules, two hundred forty and five:
Neh 	7 	69 	1 	Their camels, four hundred thirty and five: six thousand seven hundred and twenty asses.
Neh 	7 	70 	1 	And some of the chief of the fathers gave unto the work.
Neh 	7 	70 	2 	The Tirshatha gave to the treasure a thousand drams of gold, fifty basons, five hundred and thirty priests' garments.
Neh 	7 	71 	1 	And some of the chief of the fathers gave to the treasure of the work twenty thousand drams of gold, and two thousand and two hundred pound of silver.
Neh 	7 	72 	1 	And that which the rest of the people gave was twenty thousand drams of gold, and two thousand pound of silver, and threescore and seven priests' garments.
Neh 	7 	73 	1 	So the priests, and the Levites, and the porters, and the singers, and some of the people, and the Nethinims, and all Israel, dwelt in their cities; and when the seventh month came, the children of Israel were in their cities.
Neh 	8 	1 	1 	And all the people gathered themselves together as one man into the street that was before the water gate; and they spake unto Ezra the scribe to bring the book of the law of Moses, which the LORD had commanded to Israel.
Neh 	8 	2 	1 	And Ezra the priest brought the law before the congregation both of men and women, and all that could hear with understanding, upon the first day of the seventh month.
Neh 	8 	3 	1 	And he read therein before the street that was before the water gate from the morning until midday, before the men and the women, and those that could understand; and the ears of all the people were attentive unto the book of the law.
Neh 	8 	4 	1 	And Ezra the scribe stood upon a pulpit of wood, which they had made for the purpose; and beside him stood Mattithiah, and Shema, and Anaiah, and Urijah, and Hilkiah, and Maaseiah, on his right hand; and on his left hand, Pedaiah, and Mishael, and Malchiah, and Hashum, and Hashbadana, Zechariah, and Meshullam.
Neh 	8 	5 	1 	And Ezra opened the book in the sight of all the people; (for he was above all the people;) and when he opened it, all the people stood up:
Neh 	8 	6 	1 	And Ezra blessed the LORD, the great God.
Neh 	8 	6 	2 	And all the people answered, Amen, Amen, with lifting up their hands: and they bowed their heads, and worshipped the LORD with their faces to the ground.
Neh 	8 	7 	1 	Also Jeshua, and Bani, and Sherebiah, Jamin, Akkub, Shabbethai, Hodijah, Maaseiah, Kelita, Azariah, Jozabad, Hanan, Pelaiah, and the Levites, caused the people to understand the law: and the people stood in their place.
Neh 	8 	8 	1 	So they read in the book in the law of God distinctly, and gave the sense, and caused them to understand the reading.
Neh 	8 	9 	1 	And Nehemiah, which is the Tirshatha, and Ezra the priest the scribe, and the Levites that taught the people, said unto all the people, This day is holy unto the LORD your God; mourn not, nor weep.
Neh 	8 	9 	2 	For all the people wept, when they heard the words of the law.
Neh 	8 	10 	1 	Then he said unto them, Go your way, eat the fat, and drink the sweet, and send portions unto them for whom nothing is prepared: for this day is holy unto our LORD: neither be ye sorry; for the joy of the LORD is your strength.
Neh 	8 	11 	1 	So the Levites stilled all the people, saying, Hold your peace, for the day is holy; neither be ye grieved.
Neh 	8 	12 	1 	And all the people went their way to eat, and to drink, and to send portions, and to make great mirth, because they had understood the words that were declared unto them.
Neh 	8 	13 	1 	And on the second day were gathered together the chief of the fathers of all the people, the priests, and the Levites, unto Ezra the scribe, even to understand the words of the law.
Neh 	8 	14 	1 	And they found written in the law which the LORD had commanded by Moses, that the children of Israel should dwell in booths in the feast of the seventh month:
