book	chapter	verse_order	sentence_order	sentence
Jon 	1 	14 	1 	Wherefore they cried unto the LORD, and said, We beseech thee, O LORD, we beseech thee, let us not perish for this man's life, and lay not upon us innocent blood: for thou, O LORD, hast done as it pleased thee.
Jon 	1 	15 	1 	So they look up Jonah, and cast him forth into the sea: and the sea ceased from her raging.
Jon 	1 	16 	1 	Then the men feared the LORD exceedingly, and offered a sacrifice unto the LORD, and made vows.
Jon 	1 	17 	1 	Now the LORD had prepared a great fish to swallow up Jonah.
Jon 	1 	17 	2 	And Jonah was in the belly of the fish three days and three nights.
Jon 	2 	1 	1 	Then Jonah prayed unto the LORD his God out of the fish's belly,
Jon 	2 	2 	1 	And said, I cried by reason of mine affliction unto the LORD, and he heard me; out of the belly of hell cried I, and thou heardest my voice.
Jon 	2 	3 	1 	For thou hadst cast me into the deep, in the midst of the seas; and the floods compassed me about: all thy billows and thy waves passed over me.
Jon 	2 	4 	1 	Then I said, I am cast out of thy sight; yet I will look again toward thy holy temple.
Jon 	2 	5 	1 	The waters compassed me about, even to the soul: the depth closed me round about, the weeds were wrapped about my head.
Jon 	2 	6 	1 	I went down to the bottoms of the mountains; the earth with her bars was about me for ever: yet hast thou brought up my life from corruption, O LORD my God.
Jon 	2 	7 	1 	When my soul fainted within me I remembered the LORD: and my prayer came in unto thee, into thine holy temple.
Jon 	2 	8 	1 	They that observe lying vanities forsake their own mercy.
Jon 	2 	9 	1 	But I will sacrifice unto thee with the voice of thanksgiving; I will pay that that I have vowed.
Jon 	2 	9 	2 	Salvation is of the LORD.
Jon 	2 	10 	1 	And the LORD spake unto the fish, and it vomited out Jonah upon the dry land.
Jon 	3 	1 	1 	And the word of the LORD came unto Jonah the second time, saying,
Jon 	3 	2 	1 	Arise, go unto Nineveh, that great city, and preach unto it the preaching that I bid thee.
Jon 	3 	3 	1 	So Jonah arose, and went unto Nineveh, according to the word of the LORD.
Jon 	3 	3 	2 	Now Nineveh was an exceeding great city of three days' journey.
Jon 	3 	4 	1 	And Jonah began to enter into the city a day's journey, and he cried, and said, Yet forty days, and Nineveh shall be overthrown.
Jon 	3 	5 	1 	So the people of Nineveh believed God, and proclaimed a fast, and put on sackcloth, from the greatest of them even to the least of them.
Jon 	3 	6 	1 	For word came unto the king of Nineveh, and he arose from his throne, and he laid his robe from him, and covered him with sackcloth, and sat in ashes.
Jon 	3 	7 	1 	And he caused it to be proclaimed and published through Nineveh by the decree of the king and his nobles, saying, Let neither man nor beast, herd nor flock, taste any thing: let them not feed, nor drink water:
Jon 	3 	8 	1 	But let man and beast be covered with sackcloth, and cry mightily unto God: yea, let them turn every one from his evil way, and from the violence that is in their hands.
Jon 	3 	9 	1 	Who can tell if God will turn and repent, and turn away from his fierce anger, that we perish not?
Jon 	3 	10 	1 	And God saw their works, that they turned from their evil way; and God repented of the evil, that he had said that he would do unto them; and he did it not.
Jon 	4 	1 	1 	But it displeased Jonah exceedingly, and he was very angry.
Jon 	4 	2 	1 	And he prayed unto the LORD, and said, I pray thee, O LORD, was not this my saying, when I was yet in my country?
Jon 	4 	2 	2 	Therefore I fled before unto Tarshish: for I knew that thou art a gracious God, and merciful, slow to anger, and of great kindness, and repentest thee of the evil.
Jon 	4 	3 	1 	Therefore now, O LORD, take, I beseech thee, my life from me; for it is better for me to die than to live.
Jon 	4 	4 	1 	Then said the LORD, Doest thou well to be angry?
Jon 	4 	5 	1 	So Jonah went out of the city, and sat on the east side of the city, and there made him a booth, and sat under it in the shadow, till he might see what would become of the city.
Jon 	4 	6 	1 	And the LORD God prepared a gourd, and made it to come up over Jonah, that it might be a shadow over his head, to deliver him from his grief.
Jon 	4 	6 	2 	So Jonah was exceeding glad of the gourd.
Jon 	4 	7 	1 	But God prepared a worm when the morning rose the next day, and it smote the gourd that it withered.
Jon 	4 	8 	1 	And it came to pass, when the sun did arise, that God prepared a vehement east wind; and the sun beat upon the head of Jonah, that he fainted, and wished in himself to die, and said, It is better for me to die than to live.
Jon 	4 	9 	1 	And God said to Jonah, Doest thou well to be angry for the gourd?
Jon 	4 	9 	2 	And he said, I do well to be angry, even unto death.
Jon 	4 	10 	1 	Then said the LORD, Thou hast had pity on the gourd, for the which thou hast not laboured, neither madest it grow; which came up in a night, and perished in a night:
Jon 	4 	11 	1 	And should not I spare Nineveh, that great city, wherein are more then sixscore thousand persons that cannot discern between their right hand and their left hand; and also much cattle?
