book	chapter	verse_order	sentence_order	sentence
Ti1 	2 	1 	1 	I exhort therefore, that, first of all, supplications, prayers, intercessions, and giving of thanks, be made for all men;
Ti1 	2 	2 	1 	For kings, and for all that are in authority; that we may lead a quiet and peaceable life in all godliness and honesty.
Ti1 	2 	3 	1 	For this is good and acceptable in the sight of God our Saviour;
Ti1 	2 	4 	1 	Who will have all men to be saved, and to come unto the knowledge of the truth.
Ti1 	2 	5 	1 	For there is one God, and one mediator between God and men, the man Christ Jesus;
Ti1 	2 	6 	1 	Who gave himself a ransom for all, to be testified in due time.
Ti1 	2 	7 	1 	Whereunto I am ordained a preacher, and an apostle, (I speak the truth in Christ, and lie not;) a teacher of the Gentiles in faith and verity.
Ti1 	2 	8 	1 	I will therefore that men pray every where, lifting up holy hands, without wrath and doubting.
Ti1 	2 	9 	1 	In like manner also, that women adorn themselves in modest apparel, with shamefacedness and sobriety; not with broided hair, or gold, or pearls, or costly array;
Ti1 	2 	10 	1 	But (which becometh women professing godliness) with good works.
Ti1 	2 	11 	1 	Let the woman learn in silence with all subjection.
Ti1 	2 	12 	1 	But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence.
Ti1 	2 	13 	1 	For Adam was first formed, then Eve.
Ti1 	2 	14 	1 	And Adam was not deceived, but the woman being deceived was in the transgression.
Ti1 	2 	15 	1 	Notwithstanding she shall be saved in childbearing, if they continue in faith and charity and holiness with sobriety.
Ti1 	3 	1 	1 	his is a true saying, If a man desire the office of a bishop, he desireth a good work.
Ti1 	3 	2 	1 	A bishop then must be blameless, the husband of one wife, vigilant, sober, of good behaviour, given to hospitality, apt to teach;
Ti1 	3 	3 	1 	Not given to wine, no striker, not greedy of filthy lucre; but patient, not a brawler, not covetous;
Ti1 	3 	4 	1 	One that ruleth well his own house, having his children in subjection with all gravity;
Ti1 	3 	5 	1 	(For if a man know not how to rule his own house, how shall he take care of the church of God?)
Ti1 	3 	6 	1 	Not a novice, lest being lifted up with pride he fall into the condemnation of the devil.
Ti1 	3 	7 	1 	Moreover he must have a good report of them which are without; lest he fall into reproach and the snare of the devil.
Ti1 	3 	8 	1 	Likewise must the deacons be grave, not doubletongued, not given to much wine, not greedy of filthy lucre;
Ti1 	3 	9 	1 	Holding the mystery of the faith in a pure conscience.
Ti1 	3 	10 	1 	And let these also first be proved; then let them use the office of a deacon, being found blameless.
Ti1 	3 	11 	1 	Even so must their wives be grave, not slanderers, sober, faithful in all things.
Ti1 	3 	12 	1 	Let the deacons be the husbands of one wife, ruling their children and their own houses well.
Ti1 	3 	13 	1 	For they that have used the office of a deacon well purchase to themselves a good degree, and great boldness in the faith which is in Christ Jesus.
Ti1 	3 	14 	1 	hese things write I unto thee, hoping to come unto thee shortly:
Ti1 	3 	15 	1 	But if I tarry long, that thou mayest know how thou oughtest to behave thyself in the house of God, which is the church of the living God, the pillar and ground of the truth.
Ti1 	3 	16 	1 	And without controversy great is the mystery of godliness: God was manifest in the flesh, justified in the Spirit, seen of angels, preached unto the Gentiles, believed on in the world, received up into glory.
Ti1 	4 	1 	1 	Now the Spirit speaketh expressly, that in the latter times some shall depart from the faith, giving heed to seducing spirits, and doctrines of devils;
Ti1 	4 	2 	1 	Speaking lies in hypocrisy; having their conscience seared with a hot iron;
Ti1 	4 	3 	1 	Forbidding to marry, and commanding to abstain from meats, which God hath created to be received with thanksgiving of them which believe and know the truth.
Ti1 	4 	4 	1 	For every creature of God is good, and nothing to be refused, if it be received with thanksgiving:
Ti1 	4 	5 	1 	For it is sanctified by the word of God and prayer.
Ti1 	4 	6 	1 	If thou put the brethren in remembrance of these things, thou shalt be a good minister of Jesus Christ, nourished up in the words of faith and of good doctrine, whereunto thou hast attained.
Ti1 	4 	7 	1 	But refuse profane and old wives' fables, and exercise thyself rather unto godliness.
Ti1 	4 	8 	1 	For bodily exercise profiteth little: but godliness is profitable unto all things, having promise of the life that now is, and of that which is to come.
Ti1 	4 	9 	1 	his is a faithful saying and worthy of all acceptation.
Ti1 	4 	10 	1 	For therefore we both labour and suffer reproach, because we trust in the living God, who is the Saviour of all men, specially of those that believe.
Ti1 	4 	11 	1 	hese things command and teach.
Ti1 	4 	12 	1 	Let no man despise thy youth; but be thou an example of the believers, in word, in conversation, in charity, in spirit, in faith, in purity.
Ti1 	4 	13 	1 	ll I come, give attendance to reading, to exhortation, to doctrine.
Ti1 	4 	14 	1 	Neglect not the gift that is in thee, which was given thee by prophecy, with the laying on of the hands of the presbytery.
Ti1 	4 	15 	1 	Meditate upon these things; give thyself wholly to them; that thy profiting may appear to all.
Ti1 	4 	16 	1 	ake heed unto thyself, and unto the doctrine; continue in them: for in doing this thou shalt both save thyself, and them that hear thee.
Ti1 	5 	1 	1 	Rebuke not an elder, but intreat him as a father; and the younger men as brethren;
Ti1 	5 	2 	1 	he elder women as mothers; the younger as sisters, with all purity.
Ti1 	5 	3 	1 	Honour widows that are widows indeed.
Ti1 	5 	4 	1 	But if any widow have children or nephews, let them learn first to shew piety at home, and to requite their parents: for that is good and acceptable before God.
Ti1 	5 	5 	1 	Now she that is a widow indeed, and desolate, trusteth in God, and continueth in supplications and prayers night and day.
Ti1 	5 	6 	1 	But she that liveth in pleasure is dead while she liveth.
Ti1 	5 	7 	1 	And these things give in charge, that they may be blameless.
Ti1 	5 	8 	1 	But if any provide not for his own, and specially for those of his own house, he hath denied the faith, and is worse than an infidel.
Ti1 	5 	9 	1 	Let not a widow be taken into the number under threescore years old, having been the wife of one man.
Ti1 	5 	10 	1 	Well reported of for good works; if she have brought up children, if she have lodged strangers, if she have washed the saints' feet, if she have relieved the afflicted, if she have diligently followed every good work.
Ti1 	5 	11 	1 	But the younger widows refuse: for when they have begun to wax wanton against Christ, they will marry;
Ti1 	5 	12 	1 	Having damnation, because they have cast off their first faith.
Ti1 	5 	13 	1 	And withal they learn to be idle, wandering about from house to house; and not only idle, but tattlers also and busybodies, speaking things which they ought not.
Ti1 	5 	14 	1 	I will therefore that the younger women marry, bear children, guide the house, give none occasion to the adversary to speak reproachfully.
Ti1 	5 	15 	1 	For some are already turned aside after Satan.
Ti1 	5 	16 	1 	If any man or woman that believeth have widows, let them relieve them, and let not the church be charged; that it may relieve them that are widows indeed.
Ti1 	5 	17 	1 	Let the elders that rule well be counted worthy of double honour, especially they who labour in the word and doctrine.
Ti1 	5 	18 	1 	For the scripture saith, Thou shalt not muzzle the ox that treadeth out the corn.
Ti1 	5 	18 	2 	And, The labourer is worthy of his reward.
Ti1 	5 	19 	1 	Against an elder receive not an accusation, but before two or three witnesses.
Ti1 	5 	20 	1 	hem that sin rebuke before all, that others also may fear.
Ti1 	5 	21 	1 	I charge thee before God, and the Lord Jesus Christ, and the elect angels, that thou observe these things without preferring one before another, doing nothing by partiality.
Ti1 	5 	22 	1 	Lay hands suddenly on no man, neither be partaker of other men's sins: keep thyself pure.
Ti1 	5 	23 	1 	Drink no longer water, but use a little wine for thy stomach's sake and thine often infirmities.
Ti1 	5 	24 	1 	Some men's sins are open beforehand, going before to judgment; and some men they follow after.
Ti1 	5 	25 	1 	Likewise also the good works of some are manifest beforehand; and they that are otherwise cannot be hid.
Ti1 	6 	1 	1 	Let as many servants as are under the yoke count their own masters worthy of all honour, that the name of God and his doctrine be not blasphemed.
Ti1 	6 	2 	1 	And they that have believing masters, let them not despise them, because they are brethren; but rather do them service, because they are faithful and beloved, partakers of the benefit.
Ti1 	6 	2 	2 	These things teach and exhort.
Ti1 	6 	3 	1 	If any man teach otherwise, and consent not to wholesome words, even the words of our Lord Jesus Christ, and to the doctrine which is according to godliness;
Ti1 	6 	4 	1 	He is proud, knowing nothing, but doting about questions and strifes of words, whereof cometh envy, strife, railings, evil surmisings,
Ti1 	6 	5 	1 	Perverse disputings of men of corrupt minds, and destitute of the truth, supposing that gain is godliness: from such withdraw thyself.
Ti1 	6 	6 	1 	But godliness with contentment is great gain.
Ti1 	6 	7 	1 	For we brought nothing into this world, and it is certain we can carry nothing out.
Ti1 	6 	8 	1 	And having food and raiment let us be therewith content.
Ti1 	6 	9 	1 	But they that will be rich fall into temptation and a snare, and into many foolish and hurtful lusts, which drown men in destruction and perdition.
Ti1 	6 	10 	1 	For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows.
Ti1 	6 	11 	1 	But thou, O man of God, flee these things; and follow after righteousness, godliness, faith, love, patience, meekness.
Ti1 	6 	12 	1 	Fight the good fight of faith, lay hold on eternal life, whereunto thou art also called, and hast professed a good profession before many witnesses.
Ti1 	6 	13 	1 	I give thee charge in the sight of God, who quickeneth all things, and before Christ Jesus, who before Pontius Pilate witnessed a good confession;
Ti1 	6 	14 	1 	hat thou keep this commandment without spot, unrebukable, until the appearing of our Lord Jesus Christ:
Ti1 	6 	15 	1 	Which in his times he shall shew, who is the blessed and only Potentate, the King of kings, and Lord of lords;
Ti1 	6 	16 	1 	Who only hath immortality, dwelling in the light which no man can approach unto; whom no man hath seen, nor can see: to whom be honour and power everlasting.
Ti1 	6 	16 	2 	Amen.
Ti1 	6 	17 	1 	Charge them that are rich in this world, that they be not highminded, nor trust in uncertain riches, but in the living God, who giveth us richly all things to enjoy;
Ti1 	6 	18 	1 	hat they do good, that they be rich in good works, ready to distribute, willing to communicate;
Ti1 	6 	19 	1 	Laying up in store for themselves a good foundation against the time to come, that they may lay hold on eternal life.
Ti1 	6 	20 	1 	O Timothy, keep that which is committed to thy trust, avoiding profane and vain babblings, and oppositions of science falsely so called:
Ti1 	6 	21 	1 	Which some professing have erred concerning the faith.
Ti1 	6 	21 	2 	Grace be with thee.
Ti1 	6 	21 	3 	Amen.
