book	chapter	verse_order	sentence_order	sentence
Job 	3 	11 	1 	Why died I not from the womb?
Job 	3 	11 	2 	why did I not give up the ghost when I came out of the belly?
Job 	3 	12 	1 	Why did the knees prevent me?
Job 	3 	12 	2 	or why the breasts that I should suck?
Job 	3 	13 	1 	For now should I have lain still and been quiet, I should have slept: then had I been at rest,
Job 	3 	14 	1 	With kings and counsellors of the earth, which build desolate places for themselves;
Job 	3 	15 	1 	Or with princes that had gold, who filled their houses with silver:
Job 	3 	16 	1 	Or as an hidden untimely birth I had not been; as infants which never saw light.
Job 	3 	17 	1 	There the wicked cease from troubling; and there the weary be at rest.
Job 	3 	18 	1 	There the prisoners rest together; they hear not the voice of the oppressor.
Job 	3 	19 	1 	The small and great are there; and the servant is free from his master.
Job 	3 	20 	1 	Wherefore is light given to him that is in misery, and life unto the bitter in soul;
Job 	3 	21 	1 	Which long for death, but it cometh not; and dig for it more than for hid treasures;
Job 	3 	22 	1 	Which rejoice exceedingly, and are glad, when they can find the grave?
Job 	3 	23 	1 	Why is light given to a man whose way is hid, and whom God hath hedged in?
Job 	3 	24 	1 	For my sighing cometh before I eat, and my roarings are poured out like the waters.
Job 	3 	25 	1 	For the thing which I greatly feared is come upon me, and that which I was afraid of is come unto me.
Job 	3 	26 	1 	I was not in safety, neither had I rest, neither was I quiet; yet trouble came.
Job 	4 	1 	1 	Then Eliphaz the Temanite answered and said,
Job 	4 	2 	1 	If we assay to commune with thee, wilt thou be grieved?
Job 	4 	2 	2 	but who can withhold himself from speaking?
Job 	4 	3 	1 	Behold, thou hast instructed many, and thou hast strengthened the weak hands.
Job 	4 	4 	1 	Thy words have upholden him that was falling, and thou hast strengthened the feeble knees.
Job 	4 	5 	1 	But now it is come upon thee, and thou faintest; it toucheth thee, and thou art troubled.
Job 	4 	6 	1 	Is not this thy fear, thy confidence, thy hope, and the uprightness of thy ways?
Job 	4 	7 	1 	Remember, I pray thee, who ever perished, being innocent?
Job 	4 	7 	2 	or where were the righteous cut off?
Job 	4 	8 	1 	Even as I have seen, they that plow iniquity, and sow wickedness, reap the same.
Job 	4 	9 	1 	By the blast of God they perish, and by the breath of his nostrils are they consumed.
Job 	4 	10 	1 	The roaring of the lion, and the voice of the fierce lion, and the teeth of the young lions, are broken.
Job 	4 	11 	1 	The old lion perisheth for lack of prey, and the stout lion's whelps are scattered abroad.
Job 	4 	12 	1 	Now a thing was secretly brought to me, and mine ear received a little thereof.
Job 	4 	13 	1 	In thoughts from the visions of the night, when deep sleep falleth on men,
Job 	4 	14 	1 	Fear came upon me, and trembling, which made all my bones to shake.
Job 	4 	15 	1 	Then a spirit passed before my face; the hair of my flesh stood up:
Job 	4 	16 	1 	It stood still, but I could not discern the form thereof: an image was before mine eyes, there was silence, and I heard a voice, saying,
Job 	4 	17 	1 	Shall mortal man be more just than God?
Job 	4 	17 	2 	shall a man be more pure than his maker?
Job 	4 	18 	1 	Behold, he put no trust in his servants; and his angels he charged with folly:
Job 	4 	19 	1 	How much less in them that dwell in houses of clay, whose foundation is in the dust, which are crushed before the moth?
Job 	4 	20 	1 	They are destroyed from morning to evening: they perish for ever without any regarding it.
Job 	4 	21 	1 	Doth not their excellency which is in them go away?
Job 	4 	21 	2 	they die, even without wisdom.
Job 	5 	1 	1 	Call now, if there be any that will answer thee; and to which of the saints wilt thou turn?
Job 	5 	2 	1 	For wrath killeth the foolish man, and envy slayeth the silly one.
Job 	5 	3 	1 	I have seen the foolish taking root: but suddenly I cursed his habitation.
Job 	5 	4 	1 	His children are far from safety, and they are crushed in the gate, neither is there any to deliver them.
Job 	5 	5 	1 	Whose harvest the hungry eateth up, and taketh it even out of the thorns, and the robber swalloweth up their substance.
Job 	5 	6 	1 	Although affliction cometh not forth of the dust, neither doth trouble spring out of the ground;
Job 	5 	7 	1 	Yet man is born unto trouble, as the sparks fly upward.
Job 	5 	8 	1 	I would seek unto God, and unto God would I commit my cause:
Job 	5 	9 	1 	Which doeth great things and unsearchable; marvellous things without number:
Job 	5 	10 	1 	Who giveth rain upon the earth, and sendeth waters upon the fields:
Job 	5 	11 	1 	To set up on high those that be low; that those which mourn may be exalted to safety.
Job 	5 	12 	1 	He disappointeth the devices of the crafty, so that their hands cannot perform their enterprise.
Job 	5 	13 	1 	He taketh the wise in their own craftiness: and the counsel of the froward is carried headlong.
Job 	5 	14 	1 	They meet with darkness in the day time, and grope in the noonday as in the night.
Job 	5 	15 	1 	But he saveth the poor from the sword, from their mouth, and from the hand of the mighty.
Job 	5 	16 	1 	So the poor hath hope, and iniquity stoppeth her mouth.
Job 	5 	17 	1 	Behold, happy is the man whom God correcteth: therefore despise not thou the chastening of the Almighty:
Job 	5 	18 	1 	For he maketh sore, and bindeth up: he woundeth, and his hands make whole.
Job 	5 	19 	1 	He shall deliver thee in six troubles: yea, in seven there shall no evil touch thee.
Job 	5 	20 	1 	In famine he shall redeem thee from death: and in war from the power of the sword.
Job 	5 	21 	1 	Thou shalt be hid from the scourge of the tongue: neither shalt thou be afraid of destruction when it cometh.
Job 	5 	22 	1 	At destruction and famine thou shalt laugh: neither shalt thou be afraid of the beasts of the earth.
Job 	5 	23 	1 	For thou shalt be in league with the stones of the field: and the beasts of the field shall be at peace with thee.
Job 	5 	24 	1 	And thou shalt know that thy tabernacle shall be in peace; and thou shalt visit thy habitation, and shalt not sin.
Job 	5 	25 	1 	Thou shalt know also that thy seed shall be great, and thine offspring as the grass of the earth.
Job 	5 	26 	1 	Thou shalt come to thy grave in a full age, like as a shock of corn cometh in in his season.
Job 	5 	27 	1 	Lo this, we have searched it, so it is; hear it, and know thou it for thy good.
Job 	6 	1 	1 	But Job answered and said,
Job 	6 	2 	1 	Oh that my grief were throughly weighed, and my calamity laid in the balances together!
Job 	6 	3 	1 	For now it would be heavier than the sand of the sea: therefore my words are swallowed up.
Job 	6 	4 	1 	For the arrows of the Almighty are within me, the poison whereof drinketh up my spirit: the terrors of God do set themselves in array against me.
Job 	6 	5 	1 	Doth the wild ass bray when he hath grass?
Job 	6 	5 	2 	or loweth the ox over his fodder?
Job 	6 	6 	1 	Can that which is unsavoury be eaten without salt?
Job 	6 	6 	2 	or is there any taste in the white of an egg?
Job 	6 	7 	1 	The things that my soul refused to touch are as my sorrowful meat.
Job 	6 	8 	1 	Oh that I might have my request; and that God would grant me the thing that I long for!
Job 	6 	9 	1 	Even that it would please God to destroy me; that he would let loose his hand, and cut me off!
Job 	6 	10 	1 	Then should I yet have comfort; yea, I would harden myself in sorrow: let him not spare; for I have not concealed the words of the Holy One.
Job 	6 	11 	1 	What is my strength, that I should hope?
Job 	6 	11 	2 	and what is mine end, that I should prolong my life?
Job 	6 	12 	1 	Is my strength the strength of stones?
Job 	6 	12 	2 	or is my flesh of brass?
Job 	6 	13 	1 	Is not my help in me?
Job 	6 	13 	2 	and is wisdom driven quite from me?
Job 	6 	14 	1 	To him that is afflicted pity should be shewed from his friend; but he forsaketh the fear of the Almighty.
Job 	6 	15 	1 	My brethren have dealt deceitfully as a brook, and as the stream of brooks they pass away;
Job 	6 	16 	1 	Which are blackish by reason of the ice, and wherein the snow is hid:
Job 	6 	17 	1 	What time they wax warm, they vanish: when it is hot, they are consumed out of their place.
Job 	6 	18 	1 	The paths of their way are turned aside; they go to nothing, and perish.
Job 	6 	19 	1 	The troops of Tema looked, the companies of Sheba waited for them.
Job 	6 	20 	1 	They were confounded because they had hoped; they came thither, and were ashamed.
Job 	6 	21 	1 	For now ye are nothing; ye see my casting down, and are afraid.
Job 	6 	22 	1 	Did I say, Bring unto me?
Job 	6 	22 	2 	or, Give a reward for me of your substance?
Job 	6 	23 	1 	Or, Deliver me from the enemy's hand?
Job 	6 	23 	2 	or, Redeem me from the hand of the mighty?
Job 	6 	24 	1 	Teach me, and I will hold my tongue: and cause me to understand wherein I have erred.
Job 	6 	25 	1 	How forcible are right words!
Job 	6 	25 	2 	but what doth your arguing reprove?
Job 	6 	26 	1 	Do ye imagine to reprove words, and the speeches of one that is desperate, which are as wind?
Job 	6 	27 	1 	Yea, ye overwhelm the fatherless, and ye dig a pit for your friend.
Job 	6 	28 	1 	Now therefore be content, look upon me; for it is evident unto you if I lie.
Job 	6 	29 	1 	Return, I pray you, let it not be iniquity; yea, return again, my righteousness is in it.
Job 	6 	30 	1 	Is there iniquity in my tongue?
Job 	6 	30 	2 	cannot my taste discern perverse things?
Job 	7 	1 	1 	Is there not an appointed time to man upon earth?
Job 	7 	1 	2 	are not his days also like the days of an hireling?
Job 	7 	2 	1 	As a servant earnestly desireth the shadow, and as an hireling looketh for the reward of his work:
Job 	7 	3 	1 	So am I made to possess months of vanity, and wearisome nights are appointed to me.
Job 	7 	4 	1 	When I lie down, I say, When shall I arise, and the night be gone?
Job 	7 	4 	2 	and I am full of tossings to and fro unto the dawning of the day.
Job 	7 	5 	1 	My flesh is clothed with worms and clods of dust; my skin is broken, and become loathsome.
Job 	7 	6 	1 	My days are swifter than a weaver's shuttle, and are spent without hope.
Job 	7 	7 	1 	O remember that my life is wind: mine eye shall no more see good.
Job 	7 	8 	1 	The eye of him that hath seen me shall see me no more: thine eyes are upon me, and I am not.
Job 	7 	9 	1 	As the cloud is consumed and vanisheth away: so he that goeth down to the grave shall come up no more.
Job 	7 	10 	1 	He shall return no more to his house, neither shall his place know him any more.
Job 	7 	11 	1 	Therefore I will not refrain my mouth; I will speak in the anguish of my spirit; I will complain in the bitterness of my soul.
Job 	7 	12 	1 	Am I a sea, or a whale, that thou settest a watch over me?
Job 	7 	13 	1 	When I say, My bed shall comfort me, my couch shall ease my complaints;
Job 	7 	14 	1 	Then thou scarest me with dreams, and terrifiest me through visions:
Job 	7 	15 	1 	So that my soul chooseth strangling, and death rather than my life.
Job 	7 	16 	1 	I loathe it; I would not live alway: let me alone; for my days are vanity.
Job 	7 	17 	1 	What is man, that thou shouldest magnify him?
Job 	7 	17 	2 	and that thou shouldest set thine heart upon him?
Job 	7 	18 	1 	And that thou shouldest visit him every morning, and try him every moment?
Job 	7 	19 	1 	How long wilt thou not depart from me, nor let me alone till I swallow down my spittle?
Job 	7 	20 	1 	I have sinned; what shall I do unto thee, O thou preserver of men?
Job 	7 	20 	2 	why hast thou set me as a mark against thee, so that I am a burden to myself?
Job 	7 	21 	1 	And why dost thou not pardon my transgression, and take away my iniquity?
Job 	7 	21 	2 	for now shall I sleep in the dust; and thou shalt seek me in the morning, but I shall not be.
Job 	8 	1 	1 	Then answered Bildad the Shuhite, and said,
Job 	8 	2 	1 	How long wilt thou speak these things?
Job 	8 	2 	2 	and how long shall the words of thy mouth be like a strong wind?
Job 	8 	3 	1 	Doth God pervert judgment?
Job 	8 	3 	2 	or doth the Almighty pervert justice?
Job 	8 	4 	1 	If thy children have sinned against him, and he have cast them away for their transgression;
Job 	8 	5 	1 	If thou wouldest seek unto God betimes, and make thy supplication to the Almighty;
Job 	8 	6 	1 	If thou wert pure and upright; surely now he would awake for thee, and make the habitation of thy righteousness prosperous.
Job 	8 	7 	1 	Though thy beginning was small, yet thy latter end should greatly increase.
Job 	8 	8 	1 	For enquire, I pray thee, of the former age, and prepare thyself to the search of their fathers:
Job 	8 	9 	1 	(For we are but of yesterday, and know nothing, because our days upon earth are a shadow:)
Job 	8 	10 	1 	Shall not they teach thee, and tell thee, and utter words out of their heart?
Job 	8 	11 	1 	Can the rush grow up without mire?
Job 	8 	11 	2 	can the flag grow without water?
Job 	8 	12 	1 	Whilst it is yet in his greenness, and not cut down, it withereth before any other herb.
Job 	8 	13 	1 	So are the paths of all that forget God; and the hypocrite's hope shall perish:
Job 	8 	14 	1 	Whose hope shall be cut off, and whose trust shall be a spider's web.
Job 	8 	15 	1 	He shall lean upon his house, but it shall not stand: he shall hold it fast, but it shall not endure.
Job 	8 	16 	1 	He is green before the sun, and his branch shooteth forth in his garden.
Job 	8 	17 	1 	His roots are wrapped about the heap, and seeth the place of stones.
Job 	8 	18 	1 	If he destroy him from his place, then it shall deny him, saying, I have not seen thee.
Job 	8 	19 	1 	Behold, this is the joy of his way, and out of the earth shall others grow.
Job 	8 	20 	1 	Behold, God will not cast away a perfect man, neither will he help the evil doers:
Job 	8 	21 	1 	Till he fill thy mouth with laughing, and thy lips with rejoicing.
Job 	8 	22 	1 	They that hate thee shall be clothed with shame; and the dwelling place of the wicked shall come to nought.
Job 	9 	1 	1 	Then Job answered and said,
Job 	9 	2 	1 	I know it is so of a truth: but how should man be just with God?
Job 	9 	3 	1 	If he will contend with him, he cannot answer him one of a thousand.
Job 	9 	4 	1 	He is wise in heart, and mighty in strength: who hath hardened himself against him, and hath prospered?
Job 	9 	5 	1 	Which removeth the mountains, and they know not: which overturneth them in his anger.
Job 	9 	6 	1 	Which shaketh the earth out of her place, and the pillars thereof tremble.
Job 	9 	7 	1 	Which commandeth the sun, and it riseth not; and sealeth up the stars.
Job 	9 	8 	1 	Which alone spreadeth out the heavens, and treadeth upon the waves of the sea.
Job 	9 	9 	1 	Which maketh Arcturus, Orion, and Pleiades, and the chambers of the south.
Job 	9 	10 	1 	Which doeth great things past finding out; yea, and wonders without number.
Job 	9 	11 	1 	Lo, he goeth by me, and I see him not: he passeth on also, but I perceive him not.
Job 	9 	12 	1 	Behold, he taketh away, who can hinder him?
Job 	9 	12 	2 	who will say unto him, What doest thou?
Job 	9 	13 	1 	If God will not withdraw his anger, the proud helpers do stoop under him.
Job 	9 	14 	1 	How much less shall I answer him, and choose out my words to reason with him?
Job 	9 	15 	1 	Whom, though I were righteous, yet would I not answer, but I would make supplication to my judge.
Job 	9 	16 	1 	If I had called, and he had answered me; yet would I not believe that he had hearkened unto my voice.
Job 	9 	17 	1 	For he breaketh me with a tempest, and multiplieth my wounds without cause.
Job 	9 	18 	1 	He will not suffer me to take my breath, but filleth me with bitterness.
Job 	9 	19 	1 	If I speak of strength, lo, he is strong: and if of judgment, who shall set me a time to plead?
Job 	9 	20 	1 	If I justify myself, mine own mouth shall condemn me: if I say, I am perfect, it shall also prove me perverse.
Job 	9 	21 	1 	Though I were perfect, yet would I not know my soul: I would despise my life.
Job 	9 	22 	1 	This is one thing, therefore I said it, He destroyeth the perfect and the wicked.
Job 	9 	23 	1 	If the scourge slay suddenly, he will laugh at the trial of the innocent.
Job 	9 	24 	1 	The earth is given into the hand of the wicked: he covereth the faces of the judges thereof; if not, where, and who is he?
Job 	9 	25 	1 	Now my days are swifter than a post: they flee away, they see no good.
Job 	9 	26 	1 	They are passed away as the swift ships: as the eagle that hasteth to the prey.
Job 	9 	27 	1 	If I say, I will forget my complaint, I will leave off my heaviness, and comfort myself:
Job 	9 	28 	1 	I am afraid of all my sorrows, I know that thou wilt not hold me innocent.
Job 	9 	29 	1 	If I be wicked, why then labour I in vain?
Job 	9 	30 	1 	If I wash myself with snow water, and make my hands never so clean;
Job 	9 	31 	1 	Yet shalt thou plunge me in the ditch, and mine own clothes shall abhor me.
Job 	9 	32 	1 	For he is not a man, as I am, that I should answer him, and we should come together in judgment.
Job 	9 	33 	1 	Neither is there any daysman betwixt us, that might lay his hand upon us both.
Job 	9 	34 	1 	Let him take his rod away from me, and let not his fear terrify me:
Job 	9 	35 	1 	Then would I speak, and not fear him; but it is not so with me.
Job 	10 	1 	1 	My soul is weary of my life; I will leave my complaint upon myself; I will speak in the bitterness of my soul.
Job 	10 	2 	1 	I will say unto God, Do not condemn me; shew me wherefore thou contendest with me.
Job 	10 	3 	1 	Is it good unto thee that thou shouldest oppress, that thou shouldest despise the work of thine hands, and shine upon the counsel of the wicked?
Job 	10 	4 	1 	Hast thou eyes of flesh?
Job 	10 	4 	2 	or seest thou as man seeth?
Job 	10 	5 	1 	Are thy days as the days of man?
Job 	10 	5 	2 	are thy years as man's days,
Job 	10 	6 	1 	That thou enquirest after mine iniquity, and searchest after my sin?
Job 	10 	7 	1 	Thou knowest that I am not wicked; and there is none that can deliver out of thine hand.
Job 	10 	8 	1 	Thine hands have made me and fashioned me together round about; yet thou dost destroy me.
Job 	10 	9 	1 	Remember, I beseech thee, that thou hast made me as the clay; and wilt thou bring me into dust again?
Job 	10 	10 	1 	Hast thou not poured me out as milk, and curdled me like cheese?
Job 	10 	11 	1 	Thou hast clothed me with skin and flesh, and hast fenced me with bones and sinews.
Job 	10 	12 	1 	Thou hast granted me life and favour, and thy visitation hath preserved my spirit.
Job 	10 	13 	1 	And these things hast thou hid in thine heart: I know that this is with thee.
Job 	10 	14 	1 	If I sin, then thou markest me, and thou wilt not acquit me from mine iniquity.
Job 	10 	15 	1 	If I be wicked, woe unto me; and if I be righteous, yet will I not lift up my head.
Job 	10 	15 	2 	I am full of confusion; therefore see thou mine affliction;
Job 	10 	16 	1 	For it increaseth.
Job 	10 	16 	2 	Thou huntest me as a fierce lion: and again thou shewest thyself marvellous upon me.
Job 	10 	17 	1 	Thou renewest thy witnesses against me, and increasest thine indignation upon me; changes and war are against me.
Job 	10 	18 	1 	Wherefore then hast thou brought me forth out of the womb?
Job 	10 	18 	2 	Oh that I had given up the ghost, and no eye had seen me!
Job 	10 	19 	1 	I should have been as though I had not been; I should have been carried from the womb to the grave.
Job 	10 	20 	1 	Are not my days few?
Job 	10 	20 	2 	cease then, and let me alone, that I may take comfort a little,
Job 	10 	21 	1 	Before I go whence I shall not return, even to the land of darkness and the shadow of death;
Job 	10 	22 	1 	A land of darkness, as darkness itself; and of the shadow of death, without any order, and where the light is as darkness.
Job 	11 	1 	1 	Then answered Zophar the Naamathite, and said,
Job 	11 	2 	1 	Should not the multitude of words be answered?
Job 	11 	2 	2 	and should a man full of talk be justified?
Job 	11 	3 	1 	Should thy lies make men hold their peace?
Job 	11 	3 	2 	and when thou mockest, shall no man make thee ashamed?
Job 	11 	4 	1 	For thou hast said, My doctrine is pure, and I am clean in thine eyes.
Job 	11 	5 	1 	But oh that God would speak, and open his lips against thee;
Job 	11 	6 	1 	And that he would shew thee the secrets of wisdom, that they are double to that which is!
Job 	11 	6 	2 	Know therefore that God exacteth of thee less than thine iniquity deserveth.
Job 	11 	7 	1 	Canst thou by searching find out God?
Job 	11 	7 	2 	canst thou find out the Almighty unto perfection?
Job 	11 	8 	1 	It is as high as heaven; what canst thou do?
Job 	11 	8 	2 	deeper than hell; what canst thou know?
Job 	11 	9 	1 	The measure thereof is longer than the earth, and broader than the sea.
Job 	11 	10 	1 	If he cut off, and shut up, or gather together, then who can hinder him?
Job 	11 	11 	1 	For he knoweth vain men: he seeth wickedness also; will he not then consider it?
Job 	11 	12 	1 	For vain men would be wise, though man be born like a wild ass's colt.
Job 	11 	13 	1 	If thou prepare thine heart, and stretch out thine hands toward him;
Job 	11 	14 	1 	If iniquity be in thine hand, put it far away, and let not wickedness dwell in thy tabernacles.
Job 	11 	15 	1 	For then shalt thou lift up thy face without spot; yea, thou shalt be stedfast, and shalt not fear:
Job 	11 	16 	1 	Because thou shalt forget thy misery, and remember it as waters that pass away:
Job 	11 	17 	1 	And thine age shall be clearer than the noonday: thou shalt shine forth, thou shalt be as the morning.
Job 	11 	18 	1 	And thou shalt be secure, because there is hope; yea, thou shalt dig about thee, and thou shalt take thy rest in safety.
Job 	11 	19 	1 	Also thou shalt lie down, and none shall make thee afraid; yea, many shall make suit unto thee.
Job 	11 	20 	1 	But the eyes of the wicked shall fail, and they shall not escape, and their hope shall be as the giving up of the ghost.
Job 	12 	1 	1 	And Job answered and said,
Job 	12 	2 	1 	No doubt but ye are the people, and wisdom shall die with you.
Job 	12 	3 	1 	But I have understanding as well as you; I am not inferior to you: yea, who knoweth not such things as these?
Job 	12 	4 	1 	I am as one mocked of his neighbour, who calleth upon God, and he answereth him: the just upright man is laughed to scorn.
Job 	12 	5 	1 	He that is ready to slip with his feet is as a lamp despised in the thought of him that is at ease.
Job 	12 	6 	1 	The tabernacles of robbers prosper, and they that provoke God are secure; into whose hand God bringeth abundantly.
Job 	12 	7 	1 	But ask now the beasts, and they shall teach thee; and the fowls of the air, and they shall tell thee:
Job 	12 	8 	1 	Or speak to the earth, and it shall teach thee: and the fishes of the sea shall declare unto thee.
Job 	12 	9 	1 	Who knoweth not in all these that the hand of the LORD hath wrought this?
Job 	12 	10 	1 	In whose hand is the soul of every living thing, and the breath of all mankind.
Job 	12 	11 	1 	Doth not the ear try words?
Job 	12 	11 	2 	and the mouth taste his meat?
Job 	12 	12 	1 	With the ancient is wisdom; and in length of days understanding.
Job 	12 	13 	1 	With him is wisdom and strength, he hath counsel and understanding.
Job 	12 	14 	1 	Behold, he breaketh down, and it cannot be built again: he shutteth up a man, and there can be no opening.
Job 	12 	15 	1 	Behold, he withholdeth the waters, and they dry up: also he sendeth them out, and they overturn the earth.
Job 	12 	16 	1 	With him is strength and wisdom: the deceived and the deceiver are his.
Job 	12 	17 	1 	He leadeth counsellors away spoiled, and maketh the judges fools.
Job 	12 	18 	1 	He looseth the bond of kings, and girdeth their loins with a girdle.
Job 	12 	19 	1 	He leadeth princes away spoiled, and overthroweth the mighty.
Job 	12 	20 	1 	He removeth away the speech of the trusty, and taketh away the understanding of the aged.
Job 	12 	21 	1 	He poureth contempt upon princes, and weakeneth the strength of the mighty.
Job 	12 	22 	1 	He discovereth deep things out of darkness, and bringeth out to light the shadow of death.
Job 	12 	23 	1 	He increaseth the nations, and destroyeth them: he enlargeth the nations, and straiteneth them again.
Job 	12 	24 	1 	He taketh away the heart of the chief of the people of the earth, and causeth them to wander in a wilderness where there is no way.
Job 	12 	25 	1 	They grope in the dark without light, and he maketh them to stagger like a drunken man.
Job 	13 	1 	1 	Lo, mine eye hath seen all this, mine ear hath heard and understood it.
Job 	13 	2 	1 	What ye know, the same do I know also: I am not inferior unto you.
Job 	13 	3 	1 	Surely I would speak to the Almighty, and I desire to reason with God.
Job 	13 	4 	1 	But ye are forgers of lies, ye are all physicians of no value.
Job 	13 	5 	1 	O that ye would altogether hold your peace!
Job 	13 	5 	2 	and it should be your wisdom.
Job 	13 	6 	1 	Hear now my reasoning, and hearken to the pleadings of my lips.
Job 	13 	7 	1 	Will ye speak wickedly for God?
Job 	13 	7 	2 	and talk deceitfully for him?
Job 	13 	8 	1 	Will ye accept his person?
Job 	13 	8 	2 	will ye contend for God?
Job 	13 	9 	1 	Is it good that he should search you out?
